TSV Schwaben Augsburg,VFR Mannheim,1946-01-13,6,0
Spvgg Greuther Fuerth,FC Augsburg,1946-01-13,2,1
Vfb Stuttgart,TSV Schwaben Augsburg,1946-01-20,7,0
Karlsruher FV,Spvgg Greuther Fuerth,1946-01-20,1,2
VFR Mannheim,1 FC Schweinfurt 05,1946-01-20,0,0
1 FC Nuernberg,Karlsruher SC,1946-01-20,9,2
Eintracht Frankfurt,Stuttgarter Kickers,1946-01-20,6,1
Kickers Offenbach,Waldhof Mannheim,1946-01-20,1,2
FC Augsburg,Bayern Muenchen,1946-01-20,2,2
TSV 1860 Muenchen,FSV Frankfurt,1946-01-20,1,1
Karlsruher FV,Kickers Offenbach,1946-01-27,0,1
Eintracht Frankfurt,FC Augsburg,1946-01-27,1,1
VFR Mannheim,Vfb Stuttgart,1946-01-27,1,1
Stuttgarter Kickers,Bayern Muenchen,1946-01-27,2,0
TSV 1860 Muenchen,1 FC Nuernberg,1946-01-27,1,2
TSV Schwaben Augsburg,FSV Frankfurt,1946-01-27,5,0
1 FC Schweinfurt 05,Karlsruher SC,1946-01-27,3,1
Spvgg Greuther Fuerth,Waldhof Mannheim,1946-01-27,2,3
Bayern Muenchen,Spvgg Greuther Fuerth,1946-02-03,3,2
Karlsruher SC,TSV Schwaben Augsburg,1946-02-03,2,3
Waldhof Mannheim,Stuttgarter Kickers,1946-02-03,1,1
FSV Frankfurt,1 FC Schweinfurt 05,1946-02-03,1,2
Kickers Offenbach,Eintracht Frankfurt,1946-02-03,4,1
Vfb Stuttgart,TSV 1860 Muenchen,1946-02-03,3,1
FC Augsburg,Karlsruher FV,1946-02-03,3,1
1 FC Nuernberg,VFR Mannheim,1946-02-03,5,3
1 FC Schweinfurt 05,TSV Schwaben Augsburg,1946-02-10,0,1
Stuttgarter Kickers,Spvgg Greuther Fuerth,1946-02-10,5,1
TSV 1860 Muenchen,VFR Mannheim,1946-02-10,2,0
1 FC Nuernberg,Vfb Stuttgart,1946-02-10,3,0
FC Augsburg,Kickers Offenbach,1946-02-10,4,3
Karlsruher SC,FSV Frankfurt,1946-02-10,2,5
Eintracht Frankfurt,Karlsruher FV,1946-02-10,5,1
Waldhof Mannheim,Bayern Muenchen,1946-02-10,1,1
FSV Frankfurt,Spvgg Greuther Fuerth,1946-02-17,3,2
FC Augsburg,FSV Frankfurt,1946-02-24,1,1
Spvgg Greuther Fuerth,1 FC Schweinfurt 05,1946-03-03,1,2
Stuttgarter Kickers,TSV Schwaben Augsburg,1946-03-03,2,3
Bayern Muenchen,1 FC Nuernberg,1946-03-03,0,0
Karlsruher FV,Vfb Stuttgart,1946-03-03,1,1
Eintracht Frankfurt,Karlsruher SC,1946-03-03,8,1
